D5161,恆春,恆春站,2017/10/31,04:00:00,5,404,27.6,50.4,31.1,41.2,172,1.7,0.17,1.7,50,12,36,0,2.4,0.7,細懸浮微粒,對所有族群不健康,2017/10/30 13:00
D5170,恆春,楓港站,2017/10/31,04:00:00,3,404,27.2,41.9,33.1,30.1,172,1.7,0.17,1.7,50,12,36,0,2.4,0.7,細懸浮微粒,對所有族群不健康,2017/10/30 13:00
D5179,美濃,六龜站,2017/10/31,04:00:00,22,425,28,54.3,34.7,36,78,2.8,0.24,4.4,68,1.4,289,0,5.7,1.4,細懸浮微粒,普通,2017/10/30 13:00
D5159,美濃,美濃站,2017/10/31,04:00:00,21,422,28.7,54.7,31.7,45,78,2.8,0.24,4.4,68,1.4,289,0,5.7,1.4,細懸浮微粒,普通,2017/10/30 13:00
D415N,埔里,魚池站,2017/10/31,04:00:00,38,434,25.3,57.1,28.8,56.3,65,2.2,0.28,6.9,40,2.9,286,0,7.9,1.1,細懸浮微粒,普通,2017/10/30 13:00
D4174,埔里,日月潭站,2017/10/31,04:00:00,22,400,25.9,50.7,27.3,45.9,65,2.2,0.28,6.9,40,2.9,286,0,7.9,1.1,細懸浮微粒,普通,2017/10/30 13:00
D4150,埔里,埔里站,2017/10/31,04:00:00,20,481,26.5,55.8,28.5,46.3,65,2.2,0.28,6.9,40,2.9,286,0,7.9,1.1,細懸浮微粒,普通,2017/10/30 13:00
D414E,埔里,埔里中山路站,2017/10/31,04:00:00,19,443,30,45.3,35.8,31.8,65,2.2,0.28,6.9,40,2.9,286,0,7.9,1.1,細懸浮微粒,普通,2017/10/30 13:00
D4344,崙背,西螺站,2017/10/31,04:00:00,21,422,25.1,54,30.3,39.4,98,5.7,0.28,14,258,7.8,356,0,17,3.3,懸浮微粒,普通,2017/10/30 13:00
D4364,崙背,虎尾新生路站,2017/10/31,04:00:00,16,422,22.5,61.2,26.3,47.8,98,5.7,0.28,14,258,7.8,356,0,17,3.3,懸浮微粒,普通,2017/10/30 13:00
D4356,崙背,土庫站,2017/10/31,04:00:00,14,420,23.9,55.9,29.8,39.5,98,5.7,0.28,14,258,7.8,356,0,17,3.3,懸浮微粒,普通,2017/10/30 13:00
D4375,崙背,大埤站,2017/10/31,04:00:00,14,447,23.5,62,28.9,43.8,98,5.7,0.28,14,258,7.8,356,0,17,3.3,懸浮微粒,普通,2017/10/30 13:00
D4355,崙背,莿桐站,2017/10/31,04:00:00,12,434,25.9,53.5,30.7,39.7,98,5.7,0.28,14,258,7.8,356,0,17,3.3,懸浮微粒,普通,2017/10/30 13:00
D4365,崙背,二崙站,2017/10/31,04:00:00,10,433,26.9,48.7,32.3,35.4,98,5.7,0.28,14,258,7.8,356,0,17,3.3,懸浮微粒,普通,2017/10/30 13:00
D4390,麥寮,橋南站,2017/10/31,04:00:00,47,407,27.5,44.8,32.8,35.7,169,2.1,0.17,5.5,549,11,8.5,0,7.1,1.6,懸浮微粒,對所有族群不健康,2017/10/30 13:00
D4367,麥寮,四湖站,2017/10/31,04:00:00,8,405,24.8,56.2,27.2,47,169,2.1,0.17,5.5,549,11,8.5,0,7.1,1.6,懸浮微粒,對所有族群不健康,2017/10/30 13:00
